shipment_id,shipment_category,origin_city,destination_city,distance_km,transport_mode,weight_kg,volume_m3,delivery_time_days,cost_SAR,fuel_cost_SAR,carrier_type,delivery_status,pickup_datetime,dropoff_datetime,num_packages,customer_type
SH002342,food,Madinah,Abha,188.1,motorbike,22.64,0.13,1,202.51,91.52,in_house,delayed,2025-05-07 06:23:05,2025-05-08 09:23:05,3,B2B
SH002343,building_materials,Makkah,Hail,238.2,heavy_truck,325.74,2.06,1,661.8,296.98,3PL,on_time,2024-06-01 18:34:56,2024-06-03 00:34:56,8,retail
SH002344,food,Tabuk,Jazan,159.8,refrigerated_truck,53.64,0.35,1,585.74,355.01,in_house,on_time,2023-10-10 07:12:30,2023-10-11 11:12:30,4,B2C
SH002345,livestock,Makkah,Jazan,449.1,medium_truck,290.95,1.2,1,1133.05,440.98,in_house,on_time,2025-04-29 10:07:24,2025-04-30 13:07:24,9,retail
SH002346,livestock,Riyadh,Makkah,147.7,medium_truck,123.91,0.45,1,419.11,263.15,postal_service,on_time,2023-08-24 15:23:26,2023-08-25 16:23:26,6,wholesale
SH002347,general_goods,Dammam,Hail,435.0,cargo_van,39.77,0.15,1,731.16,279.79,private_courier,on_time,2024-08-22 12:42:27,2024-08-23 14:42:27,3,B2B
SH002348,auto_parts,Jazan,Khobar,366.5,refrigerated_truck,150.28,0.49,1,1222.21,687.07,in_house,in_transit,2024-03-03 12:50:31,2024-03-04 20:50:31,6,B2B
SH002349,general_goods,Hail,Jazan,295.7,small_van,24.45,0.08,1,387.36,229.47,postal_service,on_time,2025-04-10 12:09:20,2025-04-11 18:09:20,2,B2B
SH002350,general_goods,Abha,Dammam,155.2,cargo_van,38.13,0.11,1,273.02,170.35,in_house,on_time,2025-01-14 21:56:08,2025-01-15 23:56:08,2,wholesale
SH002351,food,Abha,Riyadh,217.4,heavy_truck,132.47,0.54,1,634.06,370.06,private_courier,on_time,2023-05-19 12:56:25,2023-05-20 16:56:25,2,B2C
SH002352,furniture,Jeddah,Jazan,215.6,refrigerated_truck,244.8,0.7,1,744.32,303.7,3PL,on_time,2024-07-09 17:46:44,2024-07-10 19:46:44,3,B2B
SH002353,livestock,Jeddah,Khobar,490.0,small_van,146.45,0.46,1,736.0,292.52,in_house,delayed,2024-09-25 05:38:27,2024-09-26 05:38:27,3,retail
SH002354,electronics,Khobar,Riyadh,124.7,cargo_van,166.1,0.58,1,267.18,106.74,postal_service,on_time,2025-05-14 04:08:06,2025-05-15 12:08:06,4,B2C
SH002355,livestock,Madinah,Riyadh,152.5,small_van,248.32,0.9,1,232.13,81.72,postal_service,on_time,2024-03-08 12:07:31,2024-03-09 16:07:31,5,wholesale
SH002356,electronics,Makkah,Jeddah,524.9,heavy_truck,5.15,0.01,1,1548.8,787.62,private_courier,on_time,2024-10-28 07:12:42,2024-10-29 12:12:42,3,B2C
SH002357,furniture,Makkah,Makkah,23.2,motorbike,388.73,1.81,1,37.61,13.51,in_house,on_time,2024-09-16 14:03:36,2024-09-17 15:03:36,2,wholesale
SH002358,building_materials,Jeddah,Hail,140.5,small_van,86.51,0.22,1,190.17,107.7,postal_service,on_time,2025-07-12 14:19:33,2025-07-13 22:19:33,4,B2C
SH002359,general_goods,Abha,Tabuk,816.6,heavy_truck,165.43,0.48,2,2056.81,1144.85,3PL,on_time,2023-05-31 12:37:24,2023-06-02 16:37:24,1,B2C
SH002360,building_materials,Makkah,Abha,101.2,heavy_truck,526.35,2.74,1,324.41,150.03,private_courier,on_time,2023-12-18 19:34:07,2023-12-20 00:34:07,5,B2B
SH002361,livestock,Abha,Makkah,37.5,heavy_truck,121.39,0.36,1,186.14,113.89,in_house,on_time,2025-08-15 15:35:56,2025-08-16 23:35:56,3,B2B
SH002362,livestock,Jazan,Hail,430.6,medium_truck,339.49,1.06,1,1097.19,674.33,postal_service,on_time,2025-02-26 04:00:34,2025-02-27 10:00:34,4,retail
SH002363,food,Madinah,Madinah,21.6,heavy_truck,72.24,0.36,1,133.44,79.75,postal_service,on_time,2024-05-02 02:12:09,2024-05-03 02:12:09,5,B2C
SH002364,food,Jazan,Dammam,417.5,refrigerated_truck,80.95,0.29,2,1393.59,878.48,3PL,on_time,2023-04-02 00:19:18,2023-04-04 07:19:18,3,retail
SH002365,furniture,Abha,Riyadh,131.5,cargo_van,200.1,1.04,1,264.77,101.15,private_courier,on_time,2023-04-20 08:05:34,2023-04-21 15:05:34,9,B2C
SH002366,livestock,Riyadh,Khobar,195.0,heavy_truck,55.37,0.18,1,648.91,228.25,in_house,on_time,2023-11-18 18:47:46,2023-11-20 00:47:46,8,retail
SH002367,furniture,Abha,Dammam,161.7,motorbike,404.32,1.32,1,192.29,103.03,postal_service,on_time,2024-05-23 23:49:14,2024-05-25 04:49:14,7,B2C
SH002368,livestock,Tabuk,Riyadh,384.5,motorbike,142.18,0.46,1,440.96,250.68,private_courier,delayed,2025-07-11 22:18:06,2025-07-13 02:18:06,6,B2B
SH002369,cars,Hail,Jazan,409.4,cargo_van,1691.15,4.62,1,853.02,402.93,3PL,on_time,2023-03-14 22:43:57,2023-03-16 02:43:57,3,wholesale
SH002370,livestock,Makkah,Hail,311.1,heavy_truck,352.34,1.97,1,983.57,419.4,in_house,delayed,2024-11-01 01:31:15,2024-11-02 08:31:15,9,wholesale
SH002371,general_goods,Madinah,Abha,203.9,cargo_van,77.52,0.25,1,360.41,165.43,3PL,in_transit,2023-01-23 07:11:45,2023-01-24 11:11:45,3,retail
SH002372,livestock,Madinah,Tabuk,386.8,medium_truck,121.29,0.5,1,983.6,402.06,postal_service,delayed,2025-04-15 00:07:18,2025-04-16 00:07:18,3,wholesale
SH002373,cars,Madinah,Khobar,159.7,small_van,1521.38,8.82,1,283.87,179.62,private_courier,on_time,2024-10-22 10:47:43,2024-10-23 12:47:43,5,B2B
SH002374,auto_parts,Makkah,Abha,169.4,medium_truck,60.94,0.19,1,424.22,232.03,3PL,on_time,2025-09-11 03:50:05,2025-09-12 05:50:05,3,wholesale
SH002375,auto_parts,Makkah,Riyadh,256.4,motorbike,78.61,0.47,1,283.38,103.86,in_house,on_time,2025-09-09 17:55:57,2025-09-10 22:55:57,5,retail
SH002376,furniture,Riyadh,Riyadh,11.9,refrigerated_truck,245.57,1.49,1,119.18,55.92,in_house,in_transit,2023-09-06 23:04:48,2023-09-08 01:04:48,3,B2C
SH002377,electronics,Dammam,Makkah,87.9,small_van,32.17,0.11,1,157.26,78.21,in_house,on_time,2024-10-27 03:46:52,2024-10-28 10:46:52,6,wholesale
SH002378,cars,Abha,Dammam,318.5,cargo_van,1639.71,9.65,1,697.26,307.84,private_courier,on_time,2024-08-29 01:36:16,2024-08-30 01:36:16,5,B2C
SH002379,food,Dammam,Makkah,258.9,refrigerated_truck,54.25,0.18,1,903.7,535.67,private_courier,on_time,2023-05-24 09:11:57,2023-05-25 14:11:57,2,retail
SH002380,livestock,Riyadh,Riyadh,14.5,heavy_truck,178.06,0.49,1,111.08,72.08,private_courier,delayed,2023-06-18 07:30:02,2023-06-19 14:30:02,3,wholesale
SH002381,building_materials,Tabuk,Hail,540.9,small_van,265.29,0.87,1,702.07,389.08,3PL,on_time,2023-05-03 22:15:36,2023-05-05 00:15:36,5,retail
SH002382,building_materials,Riyadh,Makkah,209.4,medium_truck,422.9,2.2,1,507.5,324.24,3PL,on_time,2024-09-26 15:47:55,2024-09-27 19:47:55,1,B2B
SH002383,livestock,Jeddah,Dammam,90.9,refrigerated_truck,477.28,1.42,1,412.38,247.83,private_courier,delayed,2023-09-13 17:37:25,2023-09-14 17:37:25,6,B2B
SH002384,cars,Khobar,Tabuk,115.8,cargo_van,1627.65,5.88,1,281.71,170.82,3PL,on_time,2024-10-30 02:40:59,2024-10-31 07:40:59,3,wholesale
SH002385,general_goods,Tabuk,Hail,137.0,cargo_van,26.79,0.09,1,241.52,147.12,3PL,on_time,2024-07-26 10:31:06,2024-07-27 14:31:06,5,B2B
SH002386,cars,Dammam,Jeddah,316.0,refrigerated_truck,1708.17,5.48,1,1200.69,496.74,3PL,on_time,2025-02-21 02:26:58,2025-02-22 07:26:58,3,retail
SH002387,auto_parts,Makkah,Riyadh,544.2,motorbike,168.0,0.81,2,554.03,319.95,in_house,on_time,2024-01-31 07:07:51,2024-02-02 11:07:51,2,retail
SH002388,cars,Tabuk,Madinah,637.3,refrigerated_truck,1511.01,4.41,2,2305.71,1389.02,3PL,on_time,2023-11-02 17:35:00,2023-11-04 18:35:00,9,B2C
SH002389,electronics,Khobar,Dammam,301.8,refrigerated_truck,6.87,0.02,1,1052.43,622.92,in_house,on_time,2024-03-19 10:56:32,2024-03-20 18:56:32,3,wholesale
SH002390,food,Tabuk,Tabuk,22.6,medium_truck,99.45,0.6,1,106.7,38.31,3PL,on_time,2024-01-13 07:49:36,2024-01-14 11:49:36,3,B2B
SH002391,building_materials,Dammam,Riyadh,225.9,small_van,365.34,1.41,1,324.7,162.77,in_house,on_time,2023-09-21 15:28:09,2023-09-22 16:28:09,2,wholesale
SH002392,auto_parts,Riyadh,Hail,540.5,motorbike,143.03,0.94,2,553.36,290.47,private_courier,delayed,2025-07-31 12:55:34,2025-08-02 18:55:34,4,B2B
SH002393,general_goods,Makkah,Madinah,230.4,refrigerated_truck,32.62,0.1,1,725.89,451.02,3PL,in_transit,2023-02-21 13:47:27,2023-02-22 19:47:27,2,B2B
SH002394,auto_parts,Hail,Hail,31.3,small_van,141.48,0.44,1,69.49,38.19,postal_service,on_time,2025-08-27 13:12:50,2025-08-28 16:12:50,2,retail
SH002395,furniture,Makkah,Riyadh,90.3,motorbike,179.18,0.54,1,100.86,53.69,private_courier,in_transit,2025-03-10 13:29:22,2025-03-11 14:29:22,2,wholesale
SH002396,building_materials,Tabuk,Hail,86.6,cargo_van,551.95,3.0,1,190.12,115.43,private_courier,on_time,2024-10-22 04:34:34,2024-10-23 09:34:34,5,B2B
SH002397,cars,Makkah,Makkah,15.0,refrigerated_truck,1430.3,6.67,1,141.98,79.26,postal_service,delayed,2024-02-11 11:07:19,2024-02-12 15:07:19,5,wholesale
SH002398,general_goods,Hail,Khobar,275.9,heavy_truck,45.79,0.17,1,735.39,290.01,postal_service,on_time,2023-04-13 11:04:10,2023-04-14 18:04:10,6,B2B
SH002399,building_materials,Hail,Jeddah,217.0,motorbike,503.94,2.05,1,218.09,82.54,postal_service,in_transit,2024-01-10 06:16:53,2024-01-11 07:16:53,1,B2B
SH002400,building_materials,Hail,Hail,24.3,refrigerated_truck,651.13,1.72,1,162.37,58.39,postal_service,delayed,2025-04-17 02:24:20,2025-04-18 08:24:20,3,wholesale
SH002401,electronics,Jazan,Riyadh,169.0,cargo_van,62.75,0.25,1,353.36,154.45,postal_service,on_time,2025-01-17 13:57:34,2025-01-18 15:57:34,5,wholesale
SH002402,food,Makkah,Tabuk,283.9,refrigerated_truck,15.72,0.05,1,967.83,483.26,3PL,in_transit,2024-01-30 06:05:35,2024-01-31 12:05:35,3,B2B
SH002403,general_goods,Jeddah,Jazan,348.5,heavy_truck,42.52,0.11,1,909.33,577.34,in_house,delayed,2024-01-28 10:50:58,2024-01-29 12:50:58,6,retail
SH002404,electronics,Khobar,Hail,236.4,refrigerated_truck,20.28,0.07,1,860.01,379.95,3PL,on_time,2025-07-09 06:00:28,2025-07-10 13:00:28,4,B2B
SH002405,furniture,Khobar,Jazan,278.2,motorbike,318.11,1.15,1,299.41,142.66,3PL,delayed,2023-06-25 02:51:52,2023-06-26 10:51:52,2,wholesale
SH002406,general_goods,Abha,Dammam,117.6,heavy_truck,23.16,0.07,1,338.5,133.06,3PL,on_time,2023-09-25 19:37:48,2023-09-27 03:37:48,4,B2C
SH002407,furniture,Dammam,Dammam,11.8,motorbike,361.38,0.94,1,20.0,10.84,private_courier,on_time,2023-07-01 17:04:07,2023-07-02 17:04:07,3,B2B
SH002408,furniture,Dammam,Riyadh,196.2,motorbike,346.81,1.1,1,207.89,123.75,private_courier,on_time,2025-03-21 22:22:27,2025-03-23 04:22:27,6,wholesale
SH002409,livestock,Abha,Jeddah,513.9,motorbike,282.15,1.08,2,571.49,337.01,private_courier,on_time,2025-02-28 00:44:55,2025-03-02 08:44:55,3,wholesale
SH002410,livestock,Jeddah,Riyadh,325.7,heavy_truck,149.86,0.75,1,1009.26,478.0,private_courier,on_time,2024-04-03 23:59:01,2024-04-05 02:59:01,6,retail
SH002411,livestock,Jeddah,Makkah,70.7,motorbike,286.28,1.89,1,88.76,32.07,3PL,delayed,2025-05-09 02:32:48,2025-05-10 06:32:48,5,retail
SH002412,furniture,Jeddah,Jazan,330.5,heavy_truck,328.7,1.24,2,937.5,411.03,private_courier,on_time,2025-01-19 16:10:44,2025-01-21 20:10:44,3,wholesale
SH002413,electronics,Khobar,Madinah,254.5,cargo_van,64.45,0.24,1,500.62,234.3,in_house,on_time,2025-07-03 12:23:10,2025-07-04 17:23:10,4,B2C
SH002414,general_goods,Riyadh,Khobar,184.1,refrigerated_truck,106.52,0.44,1,608.09,244.28,private_courier,on_time,2024-12-10 23:50:15,2024-12-12 05:50:15,4,B2B
SH002415,general_goods,Madinah,Makkah,166.9,cargo_van,84.93,0.56,1,302.68,106.21,in_house,on_time,2024-11-10 16:28:56,2024-11-11 17:28:56,1,retail
SH002416,general_goods,Riyadh,Abha,346.0,medium_truck,72.82,0.35,1,746.86,320.5,in_house,on_time,2024-10-17 16:21:00,2024-10-18 20:21:00,2,B2C
SH002417,food,Riyadh,Abha,198.4,cargo_van,4.7,0.01,1,375.55,174.52,postal_service,on_time,2023-05-15 10:30:36,2023-05-16 11:30:36,2,B2B
SH002418,cars,Riyadh,Tabuk,351.6,heavy_truck,1863.19,6.94,1,1137.08,527.71,postal_service,on_time,2023-06-06 05:34:49,2023-06-07 11:34:49,1,retail
SH002419,building_materials,Riyadh,Hail,332.0,heavy_truck,247.44,0.87,1,886.72,412.26,private_courier,delayed,2024-07-24 13:20:57,2024-07-25 21:20:57,5,B2B
SH002420,livestock,Abha,Hail,255.7,small_van,100.61,0.52,1,393.44,202.14,postal_service,on_time,2025-05-10 13:09:59,2025-05-11 15:09:59,4,wholesale
SH002421,livestock,Dammam,Abha,59.1,heavy_truck,402.2,1.31,1,246.3,132.09,in_house,delayed,2023-01-24 23:08:47,2023-01-26 07:08:47,4,B2B
SH002422,livestock,Hail,Hail,16.1,heavy_truck,201.55,0.93,1,120.7,50.88,private_courier,on_time,2025-01-03 23:16:20,2025-01-05 07:16:20,3,wholesale
SH002423,food,Madinah,Riyadh,320.8,cargo_van,24.76,0.09,1,599.15,261.61,in_house,on_time,2023-10-08 13:37:55,2023-10-09 18:37:55,3,wholesale
SH002424,food,Jazan,Tabuk,342.3,medium_truck,16.14,0.05,1,800.57,363.73,private_courier,delayed,2025-07-12 20:04:57,2025-07-13 23:04:57,4,B2B
SH002425,general_goods,Jeddah,Dammam,225.9,medium_truck,82.27,0.37,1,495.71,275.61,postal_service,on_time,2024-12-07 02:55:53,2024-12-08 10:55:53,7,B2B
SH002426,livestock,Riyadh,Makkah,111.6,motorbike,47.76,0.26,1,130.36,76.09,private_courier,on_time,2025-06-07 00:16:17,2025-06-08 05:16:17,4,B2B
SH002427,food,Tabuk,Madinah,350.1,cargo_van,21.32,0.12,1,660.92,238.64,postal_service,on_time,2023-07-02 23:06:09,2023-07-04 06:06:09,4,wholesale
SH002428,building_materials,Makkah,Jeddah,219.0,refrigerated_truck,94.97,0.57,1,719.38,429.4,3PL,in_transit,2025-01-28 12:18:50,2025-01-29 16:18:50,3,wholesale
SH002429,electronics,Jeddah,Jeddah,21.0,heavy_truck,23.73,0.13,1,138.17,57.25,3PL,on_time,2024-03-11 11:29:34,2024-03-12 12:29:34,8,wholesale
SH002430,electronics,Abha,Makkah,83.5,small_van,69.7,0.18,1,128.33,57.84,3PL,on_time,2023-08-07 21:37:39,2023-08-09 04:37:39,1,retail
SH002431,food,Tabuk,Riyadh,333.5,refrigerated_truck,146.8,0.38,1,1120.84,512.74,postal_service,on_time,2024-07-23 05:55:25,2024-07-24 09:55:25,1,B2B
SH002432,food,Hail,Madinah,487.5,refrigerated_truck,80.78,0.35,1,1592.45,1022.83,postal_service,in_transit,2024-08-02 04:47:46,2024-08-03 11:47:46,6,B2C
SH002433,auto_parts,Abha,Hail,231.4,small_van,126.56,0.38,1,346.09,206.46,private_courier,delayed,2025-06-16 20:34:35,2025-06-17 22:34:35,5,B2B
SH002434,auto_parts,Tabuk,Riyadh,319.6,refrigerated_truck,96.79,0.35,1,1089.35,534.04,private_courier,on_time,2023-03-19 07:58:18,2023-03-20 08:58:18,3,wholesale
SH002435,furniture,Madinah,Abha,195.7,cargo_van,120.24,0.43,1,389.09,193.82,private_courier,on_time,2024-12-14 14:06:48,2024-12-15 16:06:48,1,B2B
SH002436,electronics,Makkah,Tabuk,128.2,small_van,29.49,0.12,1,196.79,80.8,3PL,on_time,2025-05-19 21:56:26,2025-05-21 02:56:26,2,retail
SH002437,general_goods,Riyadh,Jeddah,234.5,medium_truck,52.44,0.23,1,517.11,187.71,3PL,on_time,2023-09-07 23:26:56,2023-09-09 03:26:56,5,wholesale
SH002438,furniture,Jeddah,Dammam,333.2,medium_truck,144.35,0.69,1,794.07,292.43,private_courier,on_time,2024-08-28 01:05:35,2024-08-29 09:05:35,1,retail
SH002439,general_goods,Tabuk,Jeddah,126.2,motorbike,56.24,0.18,1,118.93,46.84,postal_service,on_time,2025-05-23 17:57:50,2025-05-24 17:57:50,2,B2C
SH002440,food,Jazan,Madinah,358.3,motorbike,38.13,0.24,1,392.24,225.39,3PL,on_time,2024-12-21 12:31:55,2024-12-22 13:31:55,10,B2C
SH002441,auto_parts,Dammam,Abha,713.4,motorbike,123.51,0.32,2,709.49,315.81,private_courier,delayed,2024-07-17 11:27:16,2024-07-19 14:27:16,6,wholesale
SH002442,general_goods,Jazan,Dammam,424.8,small_van,29.88,0.08,1,526.85,232.26,private_courier,on_time,2023-02-20 23:55:05,2023-02-22 06:55:05,5,B2C
SH002443,livestock,Jazan,Madinah,234.5,refrigerated_truck,586.95,1.54,1,868.11,330.49,private_courier,on_time,2023-01-08 03:37:50,2023-01-09 10:37:50,2,retail
SH002444,food,Hail,Jazan,225.7,cargo_van,70.59,0.21,1,439.12,219.06,postal_service,delayed,2024-03-31 05:09:28,2024-04-01 08:09:28,7,B2B
SH002445,building_materials,Abha,Jazan,297.9,heavy_truck,325.66,1.08,1,808.02,423.35,3PL,on_time,2024-10-02 05:08:03,2024-10-03 10:08:03,3,B2B
SH002446,cars,Makkah,Tabuk,239.5,motorbike,1657.08,5.06,1,283.22,107.41,in_house,on_time,2023-05-17 20:15:43,2023-05-19 04:15:43,2,B2B
SH002447,building_materials,Khobar,Makkah,263.3,heavy_truck,299.21,1.61,1,728.87,341.37,private_courier,delayed,2023-11-28 05:19:13,2023-11-29 06:19:13,6,B2C
SH002448,cars,Madinah,Riyadh,51.1,small_van,1604.65,6.32,1,103.12,56.02,postal_service,on_time,2025-05-22 05:30:15,2025-05-23 11:30:15,4,B2B
SH002449,electronics,Jeddah,Tabuk,194.8,cargo_van,65.53,0.19,1,401.69,162.04,3PL,in_transit,2024-07-13 03:38:58,2024-07-14 10:38:58,3,retail
SH002450,furniture,Madinah,Dammam,145.4,medium_truck,149.78,0.54,1,370.52,133.33,private_courier,on_time,2024-09-22 03:02:27,2024-09-23 07:02:27,4,wholesale
SH002451,general_goods,Abha,Tabuk,147.5,small_van,74.58,0.27,1,203.32,100.54,3PL,on_time,2024-01-26 11:47:14,2024-01-27 15:47:14,7,B2B
SH002452,cars,Dammam,Madinah,68.7,small_van,1236.39,5.06,1,131.3,74.44,in_house,on_time,2025-09-06 15:17:28,2025-09-07 19:17:28,6,wholesale
SH002453,electronics,Hail,Riyadh,574.8,cargo_van,59.76,0.15,2,1103.71,479.41,postal_service,on_time,2023-03-24 10:42:13,2023-03-26 17:42:13,3,wholesale
SH002454,cars,Riyadh,Abha,275.7,cargo_van,1368.09,4.05,1,584.89,372.21,in_house,on_time,2025-08-20 22:36:04,2025-08-22 03:36:04,4,retail
SH002455,food,Madinah,Abha,67.8,small_van,15.58,0.06,1,142.38,84.81,3PL,failed,2025-05-27 00:44:03,2025-05-28 02:44:03,2,B2C
SH002456,general_goods,Hail,Madinah,230.3,cargo_van,81.48,0.51,2,407.89,255.1,private_courier,on_time,2023-03-08 00:42:27,2023-03-10 07:42:27,3,retail
SH002457,general_goods,Jazan,Jeddah,217.6,small_van,17.81,0.06,1,304.78,167.01,private_courier,on_time,2023-05-10 10:56:28,2023-05-11 11:56:28,5,wholesale
SH002458,livestock,Jeddah,Jazan,297.8,refrigerated_truck,322.99,0.97,1,1088.22,607.71,private_courier,on_time,2023-08-10 02:13:52,2023-08-11 07:13:52,5,retail
SH002459,building_materials,Abha,Riyadh,494.0,refrigerated_truck,395.51,1.37,2,1533.48,584.63,3PL,on_time,2023-09-19 06:34:51,2023-09-21 06:34:51,3,wholesale
SH002460,auto_parts,Khobar,Madinah,314.9,cargo_van,153.06,0.86,1,610.65,362.55,private_courier,on_time,2023-10-03 03:45:13,2023-10-04 03:45:13,2,B2C
SH002461,electronics,Dammam,Tabuk,314.4,cargo_van,48.7,0.16,1,620.06,251.4,postal_service,on_time,2023-04-03 11:06:18,2023-04-04 11:06:18,3,B2B
SH002462,livestock,Riyadh,Jeddah,206.1,cargo_van,258.95,0.81,1,430.19,169.37,private_courier,on_time,2024-06-07 21:59:11,2024-06-09 00:59:11,2,B2B
SH002463,auto_parts,Jazan,Makkah,425.2,medium_truck,83.74,0.24,1,982.09,635.41,postal_service,on_time,2023-02-19 16:41:48,2023-02-20 23:41:48,5,retail
SH002464,general_goods,Tabuk,Jeddah,182.2,medium_truck,3.03,0.01,1,416.87,196.21,3PL,on_time,2023-07-20 14:30:24,2023-07-21 21:30:24,2,B2C
SH002465,auto_parts,Jazan,Madinah,109.7,refrigerated_truck,171.85,0.84,1,440.59,251.97,private_courier,on_time,2023-12-25 05:22:36,2023-12-26 06:22:36,3,B2C
SH002466,general_goods,Abha,Makkah,320.4,refrigerated_truck,143.0,0.62,1,970.72,462.55,3PL,on_time,2024-04-17 08:16:11,2024-04-18 08:16:11,2,B2B
SH002467,food,Riyadh,Makkah,241.0,cargo_van,48.79,0.13,1,452.01,246.76,3PL,on_time,2023-02-18 19:53:48,2023-02-19 22:53:48,3,wholesale
SH002468,general_goods,Hail,Jazan,160.6,refrigerated_truck,9.94,0.04,1,533.21,231.03,postal_service,in_transit,2023-04-11 01:21:32,2023-04-12 02:21:32,5,retail
SH002469,food,Khobar,Madinah,161.9,heavy_truck,169.51,0.73,1,515.03,306.25,3PL,on_time,2025-04-27 07:36:08,2025-04-28 12:36:08,3,retail
SH002470,furniture,Madinah,Jazan,127.6,cargo_van,308.69,0.98,1,259.37,102.15,3PL,in_transit,2023-03-12 23:59:28,2023-03-14 04:59:28,1,wholesale
SH002471,food,Riyadh,Riyadh,28.3,medium_truck,65.13,0.16,1,127.68,65.92,in_house,delayed,2025-06-03 12:33:53,2025-06-04 12:33:53,2,B2C
SH002472,livestock,Jazan,Abha,184.9,heavy_truck,88.3,0.26,1,607.92,301.96,private_courier,on_time,2023-04-25 11:16:41,2023-04-26 19:16:41,4,wholesale
SH002473,building_materials,Tabuk,Makkah,269.0,motorbike,753.66,2.73,1,261.47,105.86,3PL,on_time,2025-01-14 01:44:33,2025-01-15 09:44:33,2,retail
SH002474,electronics,Khobar,Khobar,15.4,heavy_truck,86.49,0.38,1,123.46,66.32,postal_service,on_time,2024-04-21 12:43:15,2024-04-22 17:43:15,6,B2B
SH002475,general_goods,Riyadh,Abha,40.7,medium_truck,182.75,0.6,1,122.43,51.84,in_house,on_time,2024-08-08 14:43:09,2024-08-09 16:43:09,5,retail
SH002476,auto_parts,Riyadh,Khobar,204.6,small_van,107.57,0.51,1,285.02,128.45,postal_service,on_time,2023-01-18 04:07:48,2023-01-19 05:07:48,4,wholesale
SH002477,furniture,Abha,Madinah,301.2,cargo_van,290.98,1.62,1,554.33,296.7,3PL,on_time,2024-08-30 15:36:48,2024-08-31 17:36:48,3,retail
SH002478,food,Tabuk,Hail,155.5,cargo_van,43.67,0.13,1,306.84,179.43,3PL,on_time,2025-06-23 06:44:38,2025-06-24 06:44:38,1,B2B
SH002479,electronics,Khobar,Khobar,28.1,cargo_van,86.34,0.27,1,84.88,44.57,postal_service,delayed,2023-05-28 23:08:12,2023-05-30 00:08:12,3,B2C
SH002480,general_goods,Jazan,Riyadh,309.1,refrigerated_truck,45.79,0.14,1,954.31,382.25,in_house,on_time,2023-03-14 01:43:31,2023-03-15 06:43:31,3,B2B
SH002481,general_goods,Hail,Hail,13.7,medium_truck,150.42,0.39,1,58.56,26.76,postal_service,on_time,2024-01-13 10:47:29,2024-01-14 10:47:29,6,B2B
SH002482,food,Jeddah,Abha,169.7,medium_truck,42.0,0.16,1,415.92,266.02,in_house,on_time,2023-12-08 16:06:30,2023-12-09 18:06:30,5,B2C
SH002483,cars,Madinah,Tabuk,148.5,cargo_van,1279.39,4.06,1,343.93,216.56,in_house,on_time,2024-05-17 04:39:47,2024-05-18 06:39:47,3,B2C
SH002484,electronics,Jazan,Jazan,8.8,medium_truck,17.29,0.05,1,86.57,50.8,postal_service,on_time,2023-09-18 04:22:17,2023-09-19 10:22:17,2,B2C
SH002485,furniture,Khobar,Abha,319.1,refrigerated_truck,555.64,1.51,1,1052.29,648.35,3PL,on_time,2023-01-14 03:50:10,2023-01-15 05:50:10,5,wholesale
SH002486,auto_parts,Madinah,Hail,228.9,small_van,86.82,0.32,1,322.87,185.51,private_courier,in_transit,2024-02-02 10:12:06,2024-02-03 17:12:06,4,wholesale
SH002487,general_goods,Jazan,Dammam,370.4,motorbike,84.59,0.34,1,334.23,210.67,in_house,delayed,2023-06-27 22:09:12,2023-06-28 23:09:12,1,retail
SH002488,electronics,Khobar,Hail,276.5,motorbike,163.61,0.88,1,294.06,142.65,3PL,on_time,2023-10-21 16:06:47,2023-10-22 22:06:47,3,B2B
SH002489,food,Jazan,Dammam,126.7,motorbike,75.99,0.24,1,139.38,67.42,postal_service,delayed,2025-03-25 16:16:35,2025-03-26 17:16:35,2,wholesale
SH002490,general_goods,Madinah,Jazan,161.0,motorbike,32.82,0.1,1,154.53,73.32,in_house,on_time,2023-06-15 07:28:34,2023-06-16 08:28:34,7,wholesale
SH002491,furniture,Hail,Madinah,81.4,cargo_van,467.24,1.83,1,188.79,122.29,private_courier,on_time,2025-07-03 06:24:30,2025-07-04 11:24:30,4,wholesale
SH002492,building_materials,Dammam,Jeddah,294.1,medium_truck,546.7,2.39,1,668.61,278.43,private_courier,on_time,2023-03-20 04:57:27,2023-03-21 09:57:27,5,B2B
SH002493,building_materials,Hail,Jazan,171.5,small_van,436.4,1.27,1,242.29,113.26,private_courier,on_time,2025-04-30 11:51:55,2025-05-01 17:51:55,2,B2B
SH002494,building_materials,Dammam,Hail,131.6,cargo_van,271.01,0.85,1,267.13,156.0,postal_service,delayed,2024-04-28 02:36:44,2024-04-29 02:36:44,3,B2C
SH002495,electronics,Dammam,Tabuk,99.3,small_van,65.65,0.26,1,182.68,73.48,private_courier,on_time,2023-03-25 20:18:33,2023-03-26 22:18:33,4,B2B
SH002496,cars,Hail,Dammam,242.2,refrigerated_truck,1548.93,5.7,1,944.55,498.51,3PL,on_time,2023-07-30 03:14:29,2023-07-31 05:14:29,3,B2C
SH002497,cars,Jeddah,Makkah,107.8,cargo_van,1624.49,4.3,1,255.68,108.67,in_house,on_time,2024-03-09 00:58:04,2024-03-10 03:58:04,2,B2B
SH002498,food,Jeddah,Abha,75.1,cargo_van,31.46,0.08,1,173.11,82.18,3PL,delayed,2023-01-16 20:34:38,2023-01-17 22:34:38,5,B2C
